DATAFLOW,LAST UPDATE,freq,dairyprod,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,ES,2006,96.30,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,ES,2007,115.32,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,ES,2008,145.02,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,ES,2009,145.83,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,ES,2010,138.28,p
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,ES,2011,137.02,p
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,ES,2012,176.25,p
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,ES,2013,98.26,p
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,ES,2014,104.02,p
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,ES,2015,144.12,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,ES,2016,129.50,p
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,ES,2017,122.81,p
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,ES,2018,106.55,p
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,ES,2019,133.53,p
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,ES,2020,169.85,p
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,ES,2021,162.92,e
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU15,1995,1667.33,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU15,1996,1700.22,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU15,1997,1745.76,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU15,1998,1765.24,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU15,2006,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU15,2007,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU15,2008,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU15,2009,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU15,2010,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU15,2011,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU15,2012,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU15,2013,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU15,2014,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU15,2015,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU15,2016,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU15,2017,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU15,2018,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU15,2019,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU25,2006,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU25,2007,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU25,2008,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU25,2009,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU25,2010,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU25,2011,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU25,2012,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU25,2013,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU25,2014,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU25,2015,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU25,2016,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU25,2017,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU25,2018,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU25,2019,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU27_2007,2006,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU27_2007,2007,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU27_2007,2008,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU27_2007,2009,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU27_2007,2010,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU27_2007,2011,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU27_2007,2012,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU27_2007,2013,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU27_2007,2014,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU27_2007,2015,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU27_2007,2016,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU27_2007,2017,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU27_2007,2018,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU27_2007,2019,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU27_2020,2006,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU27_2020,2007,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU27_2020,2008,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU27_2020,2009,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU27_2020,2010,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU27_2020,2011,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU27_2020,2012,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU27_2020,2013,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU27_2020,2014,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU27_2020,2015,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU27_2020,2016,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU27_2020,2017,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU27_2020,2018,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU27_2020,2019,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU27_2020,2021,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU28,2006,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU28,2007,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU28,2008,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU28,2009,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU28,2010,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU28,2011,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU28,2012,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU28,2013,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU28,2014,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU28,2015,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU28,2016,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU28,2017,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU28,2018,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,EU28,2019,,c
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FI,1995,40.29,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FI,1996,38.80,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FI,1997,38.50,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FI,1998,38.50,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FI,1999,38.10,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FI,2000,40.10,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FI,2001,40.10,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FI,2002,39.60,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FI,2003,39.80,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FI,2004,42.00,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FI,2005,42.40,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FI,2006,42.70,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FI,2007,51.72,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FI,2008,52.65,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FI,2009,53.95,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FI,2010,55.78,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FI,2011,59.75,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FI,2012,63.94,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FI,2013,65.23,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FI,2014,63.46,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FI,2015,58.64,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FI,2016,60.66,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FI,2017,63.55,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FI,2018,64.02,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FI,2019,65.61,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FI,2020,64.18,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FI,2021,65.83,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1968,44.14,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1969,46.92,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1970,48.69,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1971,55.87,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1972,55.26,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1973,59.86,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1974,63.52,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1975,65.25,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1976,64.76,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1977,75.47,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1978,74.46,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1979,89.10,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1980,114.12,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1981,104.70,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1982,127.50,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1983,143.10,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1984,152.00,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1985,176.70,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1986,153.40,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1987,162.90,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1988,156.20,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1989,154.50,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1990,131.50,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1991,139.50,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1992,162.10,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1993,219.70,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1994,190.70,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1995,305.52,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1996,312.55,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1997,315.28,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1998,317.30,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,1999,340.13,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,2000,366.99,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,2001,366.40,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,2002,401.86,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,2003,371.38,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,2004,386.45,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,2005,384.93,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,2006,387.17,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,2007,404.95,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,2008,409.43,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,2009,400.56,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,2010,433.12,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,2011,479.26,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,2012,502.99,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,2013,490.67,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,2014,473.66,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,2015,473.61,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,2016,478.85,d
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,2017,502.89,p
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,2018,503.07,p
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,2019,514.13,p
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,2020,535.13,p
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,FR,2021,547.67,p
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HR,2000,17.34,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HR,2001,17.91,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HR,2002,20.21,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HR,2003,21.01,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HR,2004,19.41,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HR,2005,21.15,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HR,2006,22.24,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HR,2007,23.50,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HR,2008,22.53,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HR,2009,26.42,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HR,2010,24.77,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HR,2011,25.44,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HR,2012,26.24,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HR,2013,24.88,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HR,2014,25.23,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HR,2015,26.81,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HR,2016,28.56,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HR,2017,29.26,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HR,2018,29.69,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HR,2019,31.80,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HR,2020,31.69,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HR,2021,30.45,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HU,2003,9.83,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HU,2004,8.88,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HU,2005,9.33,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HU,2006,8.98,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HU,2007,6.78,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HU,2008,6.35,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HU,2009,5.88,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HU,2010,5.07,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HU,2011,4.23,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HU,2012,4.88,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HU,2013,5.35,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HU,2014,6.00,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HU,2015,5.38,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HU,2016,6.35,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HU,2017,5.89,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HU,2018,5.98,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HU,2019,8.31,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HU,2020,9.90,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,HU,2021,10.04,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1969,3.13,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1970,4.60,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1971,4.71,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1972,3.82,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1973,7.10,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1974,6.50,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1975,5.00,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1976,5.10,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1977,6.10,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1978,6.50,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1979,6.70,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1980,7.40,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1981,8.20,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1982,8.20,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1983,7.60,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1984,7.70,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1985,7.70,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1986,7.10,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1987,7.50,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1988,7.10,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1989,7.90,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1990,7.50,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1991,8.10,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1992,8.60,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1993,8.90,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1994,9.40,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1995,9.30,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1996,9.50,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1997,9.60,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1998,10.20,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,1999,10.30,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,2000,9.70,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,2001,9.70,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,2002,9.30,
ESTAT:APRO_MK_COLA(1.0),30/11/22 23:00:00,A,D2200V,THS_T,IE,2003,9.50,
